,document,score,review_score,most_words,Pos_Neu_Neg
22,평소 막걸리를 좋아해서 막걸리 맛있는 집을 많이 찾아다니는 편인데 여기는 안주도 너무 맛있고 좋았어요~! 압구정 가로수길 가실 때 추천해요,4.0,0.9834,"[('막걸리', 2), ('평소', 1), ('좋아해서', 1), ('맛있는', 1), ('집', 1), ('편', 1), ('안주', 1), ('맛있고', 1), ('좋았어요', 1), ('압구정', 1)]",긍정
23,"가격은 전체적으로 좀 높은 편, 친구들이랑 술 마시고 죽어보자 ㅋㅋ요런 장소로는 비추임 그냥 좋은 안주랑 술 음미하면서 마시자! 이런 장소로 추천",4.0,0.16,"[('술', 2), ('장소', 2), ('가격', 1), ('전체', 1), ('좀', 1), ('높은', 1), ('편', 1), ('친구', 1), ('요런', 1), ('임', 1)]",부정
24,북적이는 곳에서 좀 떨어져 있어서인지 조용하고 좋았어요..그래도 사람들이 많이 찾아오니 맛집은맛집인가봐요..,5.0,0.5364,"[('맛집', 2), ('북적', 1), ('곳', 1), ('좀', 1), ('있어서', 1), ('인지', 1), ('조용하고', 1), ('좋았어요', 1), ('사람', 1)]",중립
25,모던한 주막 느낌^^ 메뉴도 다양해서 고르는 재미가 있구요 한번도 실패한적이 없네요 전 다 맛있었어요!!!,4.0,0.9363,"[('모던', 1), ('주막', 1), ('느낌', 1), ('메뉴', 1), ('다양해서', 1), ('재미', 1), ('있구요', 1), ('한번', 1), ('실패', 1), ('한적', 1)]",긍정
26,분위기가 좋더라구요~~ 친구들이랑 비오는날 주막 찾아가서 술 한잔 하면 진짜 최고더라구요 ^^,5.0,0.98,"[('분위기', 1), ('좋더라구요', 1), ('친구', 1), ('비', 1), ('날', 1), ('주막', 1), ('술', 1), ('한잔', 1), ('진짜', 1), ('최고', 1)]",긍정
27,유자막걸리랑 보쌈이 대박이였어요 ^^ 너무 맛있었는데 메뉴가 다양해서 다음번엔 다른것도 먹어보려구요~,5.0,0.9861,"[('유자', 1), ('막걸리', 1), ('보쌈', 1), ('대박', 1), ('맛있었는데', 1), ('메뉴', 1), ('다양해서', 1), ('다음', 1), ('번', 1), ('것', 1)]",긍정
28,지하에서 숙성된 김치가 나온다는데 김치가 죽이네요 죽여!! 진짜 맛있어요~~~~~~!! 보쌈도 강추!!!!,4.0,0.8759,"[('김치', 2), ('지하', 1), ('숙성', 1), ('진짜', 1), ('맛있어요', 1), ('보쌈', 1), ('강추', 1)]",긍정
29,개미집의 유자막걸리는 엄청난 맛을 자랑하는데 이런 막걸리를 먹어버릇함면 시중 슈퍼에서 파는 막걸리는 정말 맛없어서 못먹게 된다.,3.0,0.0115,"[('막걸리', 3), ('개미', 1), ('집의', 1), ('유자', 1), ('엄청난', 1), ('맛', 1), ('자랑', 1), ('이런', 1), ('버릇', 1), ('함', 1)]",부정
30,개미집이 특색있고 좋기는 한데 솔직히 서비스의 느낌이 썩 좋지는 않았습니다. 테이블에 앉자마자 우선 오늘의 다 팔린 메뉴들을 미리 알려주시고 메뉴추천도 썩 시원하게 해주시지 않더군요.,5.0,0.0639,"[('썩', 2), ('메뉴', 2), ('개미', 1), ('집', 1), ('특색', 1), ('있고', 1), ('좋', 1), ('솔직히', 1), ('서비스', 1), ('느낌', 1)]",부정
31,오늘은 이걸 마실까?,4.0,0.1267,"[('오늘', 1), ('걸', 1)]",부정
32,주류도 다양하고 메뉴들이 어쩜 하나같이 너무 맛잇고 다양하네요 고르는 재미도 쏠쏠하구요!!! 한식이라 부담없어요~~,5.0,0.989,"[('주류', 1), ('다양하고', 1), ('메뉴', 1), ('어쩜', 1), ('맛', 1), ('다양하네요', 1), ('재미', 1), ('쏠쏠하구요', 1), ('한식', 1), ('부담', 1)]",긍정
33,청포도 막걸리 대박 ^^ 문어숙회도 정말 맛나더라구요~~ 전체적으로 괜찮은 곳인듯^^,3.0,0.8909,"[('청포도', 1), ('막걸리', 1), ('대박', 1), ('문어', 1), ('숙', 1), ('회도', 1), ('정말', 1), ('맛', 1), ('전체', 1), ('괜찮은', 1)]",긍정
34,비가 오는 날이나 눈이 오는 날마다 생각나는 대표음식 막걸리에 파전잉 아닌 다양한 퓨전식 음식을 즐길 수 있는 곳. 평일에 가도 사람이 바글바글한 인기만점 막걸리집!,5.0,0.9559,"[('날', 2), ('음식', 2), ('막걸리', 2), ('비', 1), ('눈', 1), ('대표', 1), ('파전', 1), ('잉', 1), ('아닌', 1), ('다양한', 1)]",긍정
35,전주에 먹은 보쌈이랑 낙지김치치즈철판볶음밥은 가격대비 너무 별루여서 실망했는데 이번에 시킨 제철석화도는 만족스러웠어요.,3.0,0.1263,"[('전주', 1), ('보쌈', 1), ('낙지', 1), ('김치', 1), ('치즈', 1), ('철판', 1), ('볶음밥', 1), ('가격', 1), ('대비', 1), ('별루', 1)]",부정
36,상큼하면서도 맛있는 막걸리와 맛있는 안주를 즐기기에 좋은 '개미집' 연말연시에 친한 사람들과 막걸리 한잔에 도란도란 이야기 나눠보시면 좋을 것 같습니다.,3.0,0.9834,"[('맛있는', 2), ('막걸리', 2), ('상큼', 1), ('안주', 1), ('좋은', 1), ('개미', 1), ('집', 1), ('연말', 1), ('시', 1), ('친한', 1)]",긍정
37,누가 추천해놯길래 시켜본 명이나물 돼지고기두루치기 크게 다를것 없는 익숙한 돼지고기두루치기인데 명이나물과 싸먹으니 확실히 맛있긴 하다!! 명이나물과 돼지고기 조합이 좋은듯,4.0,0.8722,"[('명', 3), ('나물', 3), ('돼지고기', 3), ('두루치기', 2), ('누가', 1), ('추천', 1), ('놯길', 1), ('크게', 1), ('다를것', 1), ('없는', 1)]",긍정
38,"유자 막걸리, 진하고 걸쭉한 막걸리와는 달리 달짝찌근 유자차 섞어놓은 맛이었다. 평상시였으면 상큼한 향 때문에 술~술 넘어갔을텐데.. 전날 지나친 과음으로 좀밖에 못 마셔서 아쉽",3.0,0.8036,"[('막걸리', 2), ('술', 2), ('유자', 1), ('진하고', 1), ('걸쭉한', 1), ('달리', 1), ('달짝찌', 1), ('유자차', 1), ('맛', 1), ('평상시', 1)]",긍정
39,가로수길에 위치한 <개미집> 가게이름처럼 뭔가 개미동굴 같은 구조에요막걸리에 진을 섞은 <진땡> 진짜 부드럽고 걸쭉하고 맛있더라.,5.0,0.9124,"[('개미', 2), ('가로수길', 1), ('위치', 1), ('집', 1), ('가게', 1), ('이름', 1), ('뭔가', 1), ('동굴', 1), ('같은', 1), ('구조', 1)]",긍정
40,식신로드에 나왔던 홍어삼합이 유명하다는 개미집으로 추천 가격이 너무 비싸서 걱정이었지만 그래도 맛나게 먹었다!!! 유자 막걸리는 안주없이 홀짝홀짝 먹어도 될정도로 맛있었지만 가격이 ……,3.0,0.9725,"[('가격', 2), ('홀짝', 2), ('식신로드', 1), ('홍어삼합', 1), ('유명하다는', 1), ('개미', 1), ('집', 1), ('추천', 1), ('비싸서', 1), ('걱정', 1)]",긍정
41,오랜만에 개미집. 민어회와 전복 등,4.0,0.5946,"[('만', 1), ('개미', 1), ('집', 1), ('민어', 1), ('회', 1), ('전복', 1), ('등', 1)]",중립
42,유자막걸리 1L 14000인데 도수가 6도씨인가 낮은지라 막걸리맛이 아주 살짝나고 유자향이 가득하다. 보틀도 막걸리 담기에 엄청 세련된 느낌.,5.0,0.9571,"[('막걸리', 3), ('유자', 2), ('도수', 1), ('도씨', 1), ('낮은지라', 1), ('맛', 1), ('아주', 1), ('살짝', 1), ('향', 1), ('가득하다', 1)]",긍정
43,모짜렐라 김치전 맛은 기가막히진 않고 그냥 보통 김치전에 치즈 뿌린 맛. 애주가들한테 사랑받는 맛집이라던데 내가 못먹는 음식들이 많아서 그런지 가까이하기엔 너무 먼 개미집…,3.0,0.0178,"[('김치전', 2), ('맛', 2), ('모짜렐라', 1), ('기', 1), ('그냥', 1), ('보통', 1), ('치즈', 1), ('애', 1), ('주가', 1), ('맛집', 1)]",부정
44,모던한 인테리어긴 하지만 주막 같은 느낌의 술집이라 우리술 우리안주들이 많은 듯 네이버 블로거님들께서 유자막걸리 추천해주셔서 유자막걸리 오더,3.0,0.8106,"[('우리', 2), ('유자', 2), ('막걸리', 2), ('모던', 1), ('인테리어', 1), ('주막', 1), ('같은', 1), ('느낌', 1), ('술집', 1), ('술', 1)]",긍정
45,개미집은 안주가격이 좀 있는 편이다. 돼지고기랑 굴깍두기가 이만삼천원인가? 무튼 여섯시쯤들어갔는데 여덟시쯤되니까 자리가 없었당 개미집좋아 유자막걸리 짱,3.0,0.6354,"[('개미', 2), ('안주', 1), ('가격', 1), ('좀', 1), ('있는', 1), ('편이', 1), ('돼지고기', 1), ('굴', 1), ('깍두기', 1), ('이만삼천원', 1)]",중립
46,가볍게 한 잔 하기엔 큰 무리가 없으나 깊은 맛을 느끼기에는 아무래도 많이 모자란다는 것이 저의 개인적 생각입니다. 종류는 많은데 꽂히는 것은 없습니다.,3.0,0.9042,"[('것', 2), ('가볍게', 1), ('잔', 1), ('무리', 1), ('없으나', 1), ('깊은', 1), ('맛', 1), ('기', 1), ('저', 1), ('개인', 1)]",긍정
47,여기 짱이에요 엄지 척!! 다 맛있고 특히 주류가 대박인데 ㅋㅋㅋㅋ 꼭 추천!!!!!!!!!!! +_+,5.0,0.9967,"[('여기', 1), ('짱', 1), ('엄지', 1), ('척', 1), ('맛있고', 1), ('주류', 1), ('대박', 1), ('꼭', 1), ('추천', 1)]",긍정
48,유자막걸리가 정말맛있는집,4.0,0.911,"[('유자', 1), ('막걸리', 1), ('정말', 1), ('맛있는', 1), ('집', 1)]",긍정
49,메뉴도 다양하고 전체적으로 분위기도 너무 괜찮구 맛있고 좋네요 ^^ 만족하구왔어요~,5.0,0.9686,"[('메뉴', 1), ('다양하고', 1), ('전체', 1), ('분위기', 1), ('괜찮구', 1), ('맛있고', 1), ('좋네요', 1), ('만족하구', 1)]",긍정
50,유자막걸리는 다른 집과 달리 너무너무 맛있었지만 안주에 실망했어요. 모짜렐라 김치치즈전은 그냥 김치전에 치즈 올린 건데 25000원 씩이나 하고 안주가 대부분 양이 적고 비싸요.,5.0,0.3537,"[('안주', 2), ('치즈', 2), ('유자', 1), ('막걸리', 1), ('다른', 1), ('집', 1), ('달리', 1), ('맛있었지만', 1), ('실망했어요', 1), ('모짜렐라', 1)]",중립
51,가로수길에서 맛난 한식 요리들과 술한잔  하고 싶을 때 들리기 좋은 개미집. 유자막걸리 꼭 드셔보세요. 그리고 개미집에서 먹은 해산물이 맛있더라고요.,5.0,0.9656,"[('개미', 2), ('집', 2), ('가로수길', 1), ('맛', 1), ('한식', 1), ('요리', 1), ('술', 1), ('한잔', 1), ('때', 1), ('좋은', 1)]",긍정
52,기본반찬으로 나왔던 토마토 양파샐러드 너무 깔끔해서 계속 리필해 먹었어요. 저희는 유자갈비를 주문해서 유자부추에 갈비를 싸서 먹으니 새콤달콤하며 너무 확상적이었어요. 아 또먹고파요.,3.0,0.9444,"[('유자', 2), ('갈비', 2), ('반찬', 1), ('토마토', 1), ('양파', 1), ('샐러드', 1), ('깔끔해서', 1), ('계속', 1), ('리', 1), ('저희', 1)]",긍정
53,점심메뉴 좋아요 1400까지,4.0,0.8492,"[('점심', 1), ('메뉴', 1), ('좋아요', 1)]",긍정
54,유자막걸리는 여자들의 입맛을 사로잡기 위한 막걸리같아요. 우리 디자인팀 친구들이 이거먹고 맛있다고 아주 난리였어요 아주 달달하니 유자향과 함께 흐하핫! 가장 먼저 추천하고 싶은 메뉴는 역시 유자막걸리 입니다.,3.0,0.9854,"[('유자', 3), ('막걸리', 3), ('아주', 2), ('여자', 1), ('입맛', 1), ('위', 1), ('같아요', 1), ('우리', 1), ('디자인', 1), ('팀', 1)]",긍정
55,신사동에서 유명하다는 개미집인데 두번은 안갈꺼 같다는 생각이 들어요. 가격대비 그닥 땡기는 맛은 아니였고 이 음식이 다른 허름한 곳에 있었다면 과연 모든이가 줄을 서서 먹고 이 금액을 주면서 먹을만 할까요? 라는 의문이 듭니다.,4.0,0.0572,"[('이', 3), ('신사동', 1), ('유명하다는', 1), ('개미', 1), ('집', 1), ('번은', 1), ('같다는', 1), ('생각', 1), ('가격', 1), ('대비', 1)]",부정
56,가로수길 개미집 하면 남도음식점임을 기억해야 한다. 안주는 대부분 괜찮았지만 왠만큼 먹었다 싶으면 무조건 10만원 중반대로 매우 비싸다.,4.0,0.1268,"[('가로수길', 1), ('개미', 1), ('집', 1), ('남도', 1), ('음식점', 1), ('임', 1), ('기억', 1), ('안주', 1), ('대부분', 1), ('괜찮았지만', 1)]",부정
57,조미료를 안쓰면서 나오는 섬세한 음식들 좋아요. 모짜렐라 김치전 나오면서 같이 나온 방울 토마토 슬라이드나 피클 통조림 대신 직접 만든음식이 나오니 엄치척!,3.0,0.9383,"[('음식', 2), ('조미료', 1), ('섬세한', 1), ('좋아요', 1), ('모짜렐라', 1), ('김치전', 1), ('방울', 1), ('토마토', 1), ('슬라이드', 1), ('피클', 1)]",긍정
58,"Came here around 2pm, to find it a buffet style place. The official opening time is 6pm - 2am. T A T 아, 너무배고바요 ㅠㅠㅠㅠㅠㅠ",4.0,0.5586,"[('바', 1)]",중립
59,맥캘란이라 불리는 막걸리. 일일이 양조장을 찾아다니며 막걸리를 고른 개미집의 정성스러움과 오로지 최고의 맛과 향을 위해 긴역사 동안 장인정신을 가지고 최고의 싱글몰트위스키를 만들기위한 맥캘란의 위스키 정신과 잘어울리지 않는가?,4.0,0.5825,"[('맥', 2), ('란', 2), ('막걸리', 2), ('최고', 2), ('위스키', 2), ('일일이', 1), ('양조장', 1), ('개미', 1), ('집의', 1), ('정성스러', 1)]",중립
60,개미집의 안주는 독특하기로 유명하다. 식재료 중 해산물은 산지에서 직송으로 받아 신선함이 돋보인다. 또한 모든 메뉴에는 인공 조미료와 인공 감미료를 사용하지 않는 것을 원칙으로 한다.,4.0,0.5891,"[('인공', 2), ('개미', 1), ('집의', 1), ('안주', 1), ('독특하기로', 1), ('유명하다', 1), ('식', 1), ('재료', 1), ('중', 1), ('해산물', 1)]",중립
61,압구정 가로수길에 있는 엄청난 맛집 개미집! 막걸리를 직접 만드는 집이라고 해요! 안주도 유자맛이 나는 갈비였는데 진짜 신세계…! 너무 맛있어서 놀랐어요,5.0,0.9909,"[('집', 2), ('압구정', 1), ('가로수길', 1), ('있는', 1), ('엄청난', 1), ('맛집', 1), ('개미', 1), ('막걸리', 1), ('직접', 1), ('해', 1)]",긍정
62,모듬해산물 대짜를 먹었지만 결코 많지는 않았다는… 하지만 꽃새우 오도리와 머리튀김은 일품이에요. 그리고 먹은 골뱅이탕 너무 토실토실한 골뱅이더라고요. 안타깝게도 소주는 판매를 안한다네요 참고하세요.,3.0,0.8438,"[('골뱅이', 2), ('듬', 1), ('해산물', 1), ('결코', 1), ('많지는', 1), ('꽃', 1), ('새우', 1), ('도리', 1), ('머리', 1), ('튀김', 1)]",긍정
63,추천메뉴는 당연히 삼합과 돼지고기 명이나물 다른 안주도 안주로써 맛있고 좋지만 뭐랄까 가격대비를 따질 요량이라면 확 좋지는 않다. 주머니도 좀 넉넉하고 정말 맛있는 유자막걸리와 삼합을 즐기러 가고 싶다면 강추한다.,3.0,0.9865,"[('합', 2), ('안주', 2), ('추천', 1), ('메뉴', 1), ('당연히', 1), ('돼지고기', 1), ('명', 1), ('나물', 1), ('다른', 1), ('로써', 1)]",긍정
64,꽃새우와 해산물 모듬 주문했는데 새우 껍질 까도 새우가 막 움직일 정도로 신선도가 장난 아니였어요 머리는 따로 모아서 주면 버터에 볶아 주시기 까지!!! 기본안주부터 너무 맛있어서 너무 만족스러운 저녁이었답니다.,5.0,0.8178,"[('새우', 3), ('꽃', 1), ('해산물', 1), ('모듬', 1), ('주문', 1), ('껍질', 1), ('막', 1), ('정도', 1), ('신선도', 1), ('장난', 1)]",긍정
65,5900원 점심부페,4.0,0.4485,"[('점심', 1), ('부페', 1)]",중립
66,유자막걸리^^ 일요일 5시엔 해피아우어에요~,3.5,0.7994,"[('유자', 1), ('막걸리', 1), ('일요일', 1), ('해피', 1), ('우어', 1)]",긍정
67,턱없이 비싼 가격. 평범한 음식 맛,3.5,0.1045,"[('턱', 1), ('비싼', 1), ('가격', 1), ('평범한', 1), ('음식', 1), ('맛', 1)]",부정
68,"<추천메뉴: 매운 갈낙찜, 유자갈비구이, 모짜렐라 김치전, 쇠고기 산마전, 찰매생이 칼국수> 그리고 이 모든 건 '유자 막걸리' 와 함께 촵촵!!! 참고로 일욜에는 오후 5~9시부터 진행되는 무제한 막걸리 해피아워가 있으니 놓치지 말것!",3.5,0.5353,"[('유자', 2), ('막걸리', 2), ('추천', 1), ('메뉴', 1), ('매운', 1), ('낙찜', 1), ('갈비', 1), ('구이', 1), ('모짜렐라', 1), ('김치전', 1)]",중립
69,모짜렐라 치즈에 김치전인데 양도 너무 적고 그냥 또띠아 느낌이더라고요. 맛은 있었지만 너무 양도 적고 비싼 가격 에 놀랐네요 신사 술집으로 유면한 집이지만 약간은 실망했다는,3.0,0.0131,"[('양도', 2), ('모짜렐라', 1), ('치즈', 1), ('김치전', 1), ('그냥', 1), ('또띠아', 1), ('맛', 1), ('있었지만', 1), ('비싼', 1), ('가격', 1)]",부정
70,개미집 유자막걸리 완전 맛있어요 진짜 최고!,4.0,0.9869,"[('개미', 1), ('집', 1), ('유자', 1), ('막걸리', 1), ('완전', 1), ('맛있어요', 1), ('진짜', 1), ('최고', 1)]",긍정
71,유자막걸리 또 먹고 싶네요.,4.0,0.7619,"[('유자', 1), ('막걸리', 1), ('또', 1)]",긍정
72,치즈 김치전이 맛있어요. 막걸리는 유자 막걸리가 시원해요,4.0,0.9314,"[('막걸리', 2), ('치즈', 1), ('김치전', 1), ('맛있어요', 1), ('유자', 1), ('시원해요', 1)]",긍정
73,드라이한술좋아하시는분들은진땡에미켈란샷추가한거강추요!끝맛이커피향이나면서강한데부드러운느낌!,3.5,0.5611,"[('드라이', 1), ('한술', 1), ('좋아하시는', 1), ('분', 1), ('은진', 1), ('땡', 1), ('미', 1), ('켈란샷', 1), ('추가', 1), ('거강', 1)]",중립
74,독도 꽃새우랑 돌멍게 등. 후배들과.,4.0,0.7882,"[('독도', 1), ('꽃', 1), ('새우', 1), ('돌', 1), ('멍게', 1), ('등', 1), ('후배', 1)]",긍정
75,"유자막걸리 강추~!!! 유자갈비, 보쌈 맛나요~",3.5,0.9291,"[('유자', 2), ('막걸리', 1), ('강추', 1), ('갈비', 1), ('보쌈', 1), ('맛', 1), ('요', 1)]",긍정
76,여기 비싸기만하고 별루임 맛없음 특히 오렌지 어쩌구 다 구라임 .... ㅡ ㅡ,4.0,0.0161,"[('여기', 1), ('비싸', 1), ('기만', 1), ('별루임', 1), ('맛없음', 1), ('오렌지', 1), ('어쩌구', 1), ('라임', 1)]",부정
77,일욜 해피아우어라네요~~,3.5,0.2795,"[('일욜', 1), ('해피', 1), ('아우', 1)]",부정
78,와 내가 꿈꾸던 모든 남도 음식이 여기에 !!!! 게다가 이 향긋한 유자 막걸리는 모지?!!!,4.0,0.7793,"[('내', 1), ('모든', 1), ('남도', 1), ('음식', 1), ('여기', 1), ('게다가', 1), ('이', 1), ('향', 1), ('유자', 1), ('막걸리', 1)]",긍정
79,오늘은 신메뉴를 도전,4.0,0.5816,"[('오늘', 1), ('메뉴', 1), ('도전', 1)]",중립
80,막걸리로 저녁 모임!! 여기 하우스 막걸리 강추!!,4.0,0.845,"[('막걸리', 2), ('저녁', 1), ('모임', 1), ('여기', 1), ('하우스', 1), ('강추', 1)]",긍정
81,무제한으로 마실 사람만!,4.0,0.5335,"[('무제한', 1), ('사람', 1)]",중립
82,보쌈추천이많은데 고기가 넘 NG임.(김치는 맛잇지만) 막걸리는 물론 훌륭. 피조개도 통통싱싱 ㅋ,3.5,0.9448,"[('보쌈', 1), ('추천', 1), ('많은데', 1), ('고기', 1), ('임', 1), ('김치', 1), ('맛', 1), ('막걸리', 1), ('훌륭', 1), ('피조개', 1)]",긍정
83,요즘은 점심 때 부페식으로 운영함. 거창한 부페는 아니고.,3.5,0.5853,"[('부페', 2), ('요즘', 1), ('점심', 1), ('때', 1), ('운영', 1), ('함', 1), ('거창한', 1), ('아니고', 1)]",중립
84,소주를 팔지않아 불만..,3.5,0.0898,"[('소주', 1), ('팔지', 1), ('불만', 1)]",부정
85,충격적인 홍어 고로케와 몰트 위스키 고로께,3.5,0.5657,"[('충격', 1), ('홍어', 1), ('고로케', 1), ('몰트', 1), ('위스키', 1), ('고로', 1)]",중립
86,"점심메뉴 5,900원 부페로 변경되면서 줄이 어마어마 +.+",3.5,0.3121,"[('점심', 1), ('메뉴', 1), ('부페', 1), ('변경', 1)]",부정
87,"일요일 막걸리 무제한 (여성:4,000원 / 남성:7,000원)",4.0,0.527,"[('일요일', 1), ('막걸리', 1), ('무제한', 1), ('여성', 1), ('남성', 1)]",중립
