,document,score,review_score,most_words,Pos_Neu_Neg
10, ‘문안열리시면 사람 계신거에요’라면서 짜증내더라. 직원이 왜 본인을 높이면서 손님을 가르치려드나? 그러고 밖에서 직원들끼리 야근? 서로 안한다고 싸우는데 그런건 주방장에서 하던가,3.6,0.0355,"[('직원', 2), ('문안', 1), ('사람', 1), ('계신거에요', 1), ('짜증', 1), ('왜', 1), ('본인', 1), ('손님', 1), ('드', 1), ('그러고', 1)]",부정
11,시간 못보고 들어갔더니 라스트 오더 시간에 걸쳤었음 후기 보니 줄서서 먹다는데 왜..? 라는 생각이 드는 맛임.. 쌀국수면은 덜 익은 거 같고 숙주도 국물이 뜨겁지 않아서 죽지를 않음 다 먹을 때까지 아삭거림ㅋㅋㅋ 네이버나 카카오엔 문 닫는 시간 10시라고 해놓고 뭐가 그리 급한지 갑자기 와서 9시 20분에 문 닫는다고..^^ 화장실도 청소 중이라고 가지도 못하고 나왔네요,4.1,0.1255,"[('시간', 3), ('문', 2), ('라스트', 1), ('후기', 1), ('줄', 1), ('서서', 1), ('왜', 1), ('생각', 1), ('맛임', 1), ('쌀국수', 1)]",부정
12,곱창 많고 맛있어요 제가 먹었을 땐 냄새도 안났고 웨이팅도 한팀밖에 없었어서 맛있게 먹었네용ㅎ 해장용으로 체고,3.4,0.9885,"[('곱창', 1), ('많고', 1), ('맛있어요', 1), ('제', 1), ('땐', 1), ('냄새', 1), ('웨이팅', 1), ('팀', 1), ('없었어서', 1), ('맛있게', 1)]",긍정
13,곱창쌀국수인가 그거 먹었는데 곱창 질기고 맛 없었음. 맛만 생각해도 오바인데 가격생각하면 더 오바,2.9,0.0117,"[('곱창', 2), ('맛', 2), ('생각', 2), ('바', 2), ('쌀국수', 1), ('그거', 1), ('질', 1), ('기고', 1), ('없었음', 1), ('가격', 1)]",부정
14,웨이팅이 있어요.. 맛있어요~,2.6,0.9502,"[('웨이팅', 1), ('있어요', 1), ('맛있어요', 1)]",긍정
15,곱창쌀국수 분짜 진짜 너무너무 맛있어서 진실의미간 발사하면서 먹었던곳!왜후기가안좋지,4.4,0.9232,"[('곱창', 1), ('쌀국수', 1), ('분', 1), ('진짜', 1), ('맛있어서', 1), ('진실', 1), ('의미', 1), ('발사', 1), ('곳', 1), ('왜', 1)]",긍정
16,그냥 쌀국수는 그냥 그런데 곱창쌀국수가 정말 맛있다. 다만 웨이팅은 진짜 극악..,4.3,0.2306,"[('그냥', 2), ('쌀국수', 2), ('곱창', 1), ('정말', 1), ('맛있다', 1), ('다만', 1), ('웨이팅', 1), ('진짜', 1), ('극악', 1)]",부정
17,소곱창 쌀국수 그냥그래요 블로그보구갔는데 별로~ 두번은안갈듯서비스는 친절요,1.0,0.1283,"[('곱창', 1), ('쌀국수', 1), ('그냥', 1), ('그래요', 1), ('블로그', 1), ('보구', 1), ('별로', 1), ('번은', 1), ('서비스', 1), ('친절', 1)]",부정
18,웨이팅 왜 긴지 이해안되는집,3.9,0.3118,"[('웨이', 1), ('팅', 1), ('왜', 1), ('긴지', 1), ('이해', 1), ('안되는', 1), ('집', 1)]",부정
19,그냥 매운쌀국수에 곱창 . 곱창 약간 비림. 웨이팅을 이렇게 길게 할 정도의 맛은 절대 아닙니다 한 번쯤 가보기 굿,5.0,0.3224,"[('곱창', 2), ('그냥', 1), ('매운', 1), ('쌀국수', 1), ('약간', 1), ('비림', 1), ('웨이팅', 1), ('길게', 1), ('정도', 1), ('맛', 1)]",부정
20,매운쌀국수에 곱창이 들어가있는 맛,4.0,0.6795,"[('매운', 1), ('쌀국수', 1), ('곱창', 1), ('맛', 1)]",긍정
21,웨이팅 및 자리 안내 하는사람 사람 말 다 잘라먹고 지 할말만 함. 늘 바쁜건 알겠는데 이건 ai수준도 아니고 사람 기분나쁘게 말함. 테이블 남아서 막 바쁜 시간도 아니었음. 직원들끼리 와서 먹긴하지만 기분나빠가면서 팔아주긴 싫음. 굳이 이집 안와도 될 듯,4.7,0.079,"[('사람', 3), ('기분', 2), ('웨이', 1), ('팅', 1), ('및', 1), ('자리', 1), ('안내', 1), ('말', 1), ('함', 1), ('늘', 1)]",부정
22,웨이팅 안해서 그런가 그리 맛잇진 않앗슴,3.6,0.7176,"[('웨이', 1), ('팅', 1), ('안해', 1), ('런가', 1), ('맛', 1), ('않앗슴', 1)]",긍정
23,일요일 저녁 30분 웨이팅양은 많아요 ㅎㅎ 맛도 괜찮고요대기줄 오른쪽은 2인,3.9,0.8847,"[('일요일', 1), ('저녁', 1), ('웨이', 1), ('팅', 1), ('양은', 1), ('많아요', 1), ('맛', 1), ('괜찮고요', 1), ('오른쪽', 1), ('인', 1)]",긍정
24, 왼쪽은 3인,2.3,0.2748,"[('왼쪽', 1), ('인', 1)]",부정
25, 잘못 서있던 나 ㅎ,3.6,0.2374,"[('잘못', 1), ('나', 1)]",부정
26,곱창도 많이들고 적당이 칼칼한게 좋았고 면사리 무한리필이라 든든하게 먹고나올 수 있었어요! 분짜는 느억맘소스가 좀 약해서 쪼금 더 간간했으면 좋겠다 생각했습니다. 곱창쌀국수드세요👍,4.1,0.9063,"[('곱창', 2), ('적당', 1), ('칼칼한게', 1), ('좋았고', 1), ('면', 1), ('사리', 1), ('무한리필', 1), ('든든하게', 1), ('수', 1), ('있었어요', 1)]",긍정
27,웨이팅 시스템 너무 별로고 그렇게 줄서서 먹을만큼 맛있지 않았습니다. 곱창쌀국수는 사진과 너무 달랐고 그나마 직화고기쌀국수가 불향나고 괜찮았지만 재방문의사 없어요,4.1,0.0029,"[('쌀국수', 2), ('웨이', 1), ('팅', 1), ('시스템', 1), ('별로', 1), ('줄', 1), ('서서', 1), ('맛있지', 1), ('곱창', 1), ('사진', 1)]",부정
28,매운 소곱창 쌀국수 ☆ : 곱창에 냄새는 나진 않는데 웨이팅 1시간 하면서까지 먹을 맛은 아닌 것 같음.. 왜 유명한지도 모르겠음 우삼겹 쌀국수 ☆☆ : 이건 그나마 먹을만함..새우튀김과 크리스피롤 ☆☆☆☆ : 이게 제일 맛있음.. 웨이팅 시스템 최악이에요 현장에서 기다려야합니다,3.5,0.0442,"[('곱창', 2), ('쌀국수', 2), ('웨이', 2), ('팅', 2), ('매운', 1), ('냄새', 1), ('나진', 1), ('맛', 1), ('아닌', 1), ('것', 1)]",부정
29,남자큰 두명이서 짐이 무지 많았는데... 4명테이블이 있는데도 안된다고 하셔서엄청 좁고 불편하게 먹다가...체해서 약먹었어여....ㅠㅠ 뭘먹은건지 코도들어가는지 입으로 들어가는지 ㅋㅋㅋㅋ3시쯤이었는데 나갈때도 보니 4명 테이블은 자리가 비었더라구요... 불편했네요,2.2,0.0055,"[('명', 3), ('테이블', 2), ('남자', 1), ('짐', 1), ('무지', 1), ('많았는데', 1), ('있는데도', 1), ('안된다고', 1), ('좁고', 1), ('불편하게', 1)]",부정
30,웨이팅 시스템 최악,4.6,0.0128,"[('웨이', 1), ('팅', 1), ('시스템', 1), ('최악', 1)]",부정
31,그냥그래,3.1,0.1957,"[('그', 1)]",부정
32,매운곱창쌀국수 진짜 좋아하는데 여긴 그냥 그랬어요... 일단 곱창에서 잡내가 너무 나서 먹기 조금 힘들었습니다ㅠ 갈비튀김은 진짜 비추 너무 달고 식으면 잡내 올라와요 코코넛쉬림프랑 크리스피롤이 진짜 맛있었어요,4.3,0.3688,"[('진짜', 3), ('곱창', 2), ('매운', 1), ('쌀국수', 1), ('좋아하는데', 1), ('그냥', 1), ('그랬어요', 1), ('일단', 1), ('먹기', 1), ('조금', 1)]",중립
33,오픈 시간쯤 가서 웨이팅 거의 없이 먹었고 곱창쌀국수가 제 입엔 너무 맛있었어요 그치만 웨이팅이 있다면 택할 것 같진 않아요 좁고 붐벼서 빠르게 먹고 나와야하는 그런 식당이라 굳이..,5.0,0.9013,"[('오픈', 1), ('시간', 1), ('웨이', 1), ('팅', 1), ('거의', 1), ('곱창', 1), ('쌀국수', 1), ('제', 1), ('입', 1), ('맛있었어요', 1)]",긍정
34,그냥저냥 괜찮게 먹을만합니다.!,3.7,0.7332,"[('저', 1), ('괜찮게', 1)]",긍정
35,웨이팅 최악ㅋㅋ이정도 맛 아닌듯,3.3,0.02,"[('웨이', 1), ('팅', 1), ('최악', 1), ('이정', 1), ('맛', 1), ('아닌듯', 1)]",부정
36,기다림이 너무길어 기대치가 높아서인지 분명맛있는 맛인데 아쉬움이 살짝있었어요. 분짜는 너무 맛있었지만 매운 소고기곱창쌀국수가 약간 아쉬웠어요.  그래도 재방문 의사는 있습니다. 맛은있었으니까용,4.2,0.7068,"[('맛', 2), ('기다림', 1), ('길어', 1), ('치가', 1), ('높아서', 1), ('인지', 1), ('분명', 1), ('맛있는', 1), ('아쉬움', 1), ('살짝', 1)]",긍정
37,곱창쌀국수 먹었는데 생각보다 곱창이 많이 들어있고 매운정도도 선택할 수 있어 좋았습니다.줄 서는 것만 빼면 다 좋은듯...ㅜㅜ,4.3,0.8962,"[('곱창', 2), ('쌀국수', 1), ('생각', 1), ('매운정도', 1), ('선택', 1), ('수', 1), ('있어', 1), ('좋았습니다', 1), ('줄', 1), ('것', 1)]",긍정
38,곱창이  왠만한 전골보다 더 들어간듯해요짱맛,3.6,0.4847,"[('곱창', 1), ('왠만한', 1), ('전골', 1), ('더', 1), ('해', 1), ('짱맛', 1)]",중립
39,내가 일부러 찾아가서 먹는 몇안되는곳 항상 맛있다 요즘같은 계절엔 계속생각나게하는 맛이다,4.8,0.9749,"[('내', 1), ('일부러', 1), ('몇', 1), ('안되는', 1), ('곳', 1), ('항상', 1), ('맛있다', 1), ('요즘', 1), ('같은', 1), ('계절', 1)]",긍정
40,솔직히 곱창쌀국수 말고는 크게 대단한건 없는 쌀국수집이지만 곱창쌀국수만으로도 곱창전골과 쌀국수를 한번에 만족 시킵니다. 곱창 양도 많고 맵기도 매운 편입니다.,3.4,0.9686,"[('쌀국수', 4), ('곱창', 3), ('솔직히', 1), ('크게', 1), ('대단한건', 1), ('없는', 1), ('집', 1), ('곱창전골', 1), ('한번', 1), ('만족', 1)]",긍정
41,또 생각나는 곱창쌀국수,4.3,0.8636,"[('또', 1), ('곱창', 1), ('쌀국수', 1)]",긍정
42,일시적 유행 음식점소곱창 쌀국수 기본적으로 매운맛,1.9,0.6557,"[('일시', 1), ('유행', 1), ('음식점', 1), ('곱창', 1), ('쌀국수', 1), ('기본', 1), ('매운', 1), ('맛', 1)]",중립
43,곱창국수 1단계 먹었는데,3.5,0.6071,"[('곱창', 1), ('국수', 1), ('단계', 1)]",중립
44,매운걸 잘 못먹는 편이하 저에겐 생각보단 매웠어요! 메뉴판에는 신라면 수준이라했는데,4.1,0.367,"[('매운', 1), ('걸', 1), ('편이', 1), ('저', 1), ('생각', 1), ('매웠어요', 1), ('메뉴판', 1), ('신라면', 1), ('수준', 1)]",중립
45, 약간 불닭볶음면 수준?ㅋㅋ 다른분 주문하는거 보니까 순한맛 시키고 요청하면 매운 가루를 따루 드린다고 맵기 조절하라고 하시더라구요.웨이팅 했지만 춥지않았고,3.5,0.0756,"[('약간', 1), ('불닭볶음면', 1), ('수준', 1), ('분', 1), ('주문', 1), ('보', 1), ('맛', 1), ('요청', 1), ('매운', 1), ('가루', 1)]",부정
46, 분업화 잘되어 있어서 적당히 친절하고 필요한 것만 챙겨줘서 나쁘지않아요! 호스트 분이 젤 친절하고 서버 분들은 바빠서 영혼 1도 없지만 그냥 필요한 응대는 다해서 괜찮았어오 ㅋㅋ곱창국수에 밥말아 먹어도 될거 같은데 밥은 없어서 아쉽지만.... 전 다음에 또 갈거 같습니다!,2.6,0.9665,"[('친절하고', 2), ('필요한', 2), ('분', 2), ('분업', 1), ('있어서', 1), ('적당히', 1), ('것', 1), ('나쁘지', 1), ('호스트', 1), ('젤', 1)]",긍정
47,매장이 예쁘고 테이블이 좁아서 먹는데 정신없음,3.4,0.2623,"[('매장', 1), ('예쁘고', 1), ('테이블', 1), ('좁아서', 1), ('정신', 1), ('없음', 1)]",부정
48,음식 비주얼이 예쁜데 쌀국수는 평범보다 조금 부족한맛..,4.6,0.5524,"[('음식', 1), ('비주', 1), ('얼', 1), ('예쁜데', 1), ('쌀국수', 1), ('평범', 1), ('조금', 1), ('부족한', 1), ('맛', 1)]",중립
49,곱창쌀국수 너무 자극적인 맛만 있고 크게 매력적인 맛은 아니네요 음식은 빨리나와요,3.2,0.0879,"[('맛', 2), ('곱창', 1), ('쌀국수', 1), ('자극', 1), ('있고', 1), ('크게', 1), ('매력', 1), ('아니네요', 1), ('음식', 1)]",부정
50,존맛 강남에서 먹은 것 중에 제일 만족스러웠음,3.8,0.9957,"[('존맛', 1), ('강남', 1), ('것', 1), ('중', 1), ('제일', 1), ('만족스러웠음', 1)]",긍정
51,항상 맛있고 친절하시고 모든게 빠르게 돌아가는 가게!,4.4,0.9833,"[('항상', 1), ('맛있고', 1), ('친절하시고', 1), ('모든', 1), ('빠르게', 1), ('가게', 1)]",긍정
52,곱창이 세제로 열심히 닦은듯 맨들맨들 질김곱 비린맛이 나중가면 물에 녹아들어 기름지고 별로,3.6,0.0123,"[('맨', 2), ('곱창', 1), ('세제', 1), ('질김곱', 1), ('비린', 1), ('맛', 1), ('나중', 1), ('가면', 1), ('물', 1), ('별로', 1)]",부정
53,40대 중반 입맛에는 달고 자극적입니다~ 요즘 젊은 분들은 좋아할 거 같아요~,2.1,0.3877,"[('중반', 1), ('입맛', 1), ('달', 1), ('자극', 1), ('입니다', 1), ('요즘', 1), ('젊은', 1), ('분', 1), ('좋아할', 1), ('거', 1)]",중립
54,음식이 5분도 안돼서 나와요..! 맛은 평범하긴한데 곱창쌀국수가 그렇게 메리트가 있는지는 잘 모르겠어요ㅠ 일반 쌀국수가 고기양도 더 많고 맛있는것같기도.!!,4.3,0.092,"[('쌀국수', 2), ('음식', 1), ('맛', 1), ('평범하긴한데', 1), ('곱창', 1), ('메리트', 1), ('있는지는', 1), ('일반', 1), ('고기', 1), ('양도', 1)]",부정
55,곱창이 좀 더 실했으면 좋겠다,4.3,0.8245,"[('곱창', 1), ('좀', 1), ('더', 1), ('실했으면', 1), ('좋겠다', 1)]",긍정
56,친절하긴 한데 맛은 그닥 모르겠더군요..곱창 쌀국수 엄청 기대했는데 솔직히 기대가 컸다는 거랑 별개로 기대를 안 했더라도 맛은 별로 였을 것 같습니다..그리고 지인이 분짜를 먹는데 쌀국수는 국물에 면이 들어가서 모르겠는데 분짜 면이 떡진 거 보니까 만든지 한참 지난 거 같다고 하더군요,3.5,0.0061,"[('거', 3), ('맛', 2), ('쌀국수', 2), ('기대', 2), ('분', 2), ('면', 2), ('친절하긴', 1), ('그닥', 1), ('곱창', 1), ('기대했는데', 1)]",부정
57,기본쌀국수랑 매운갈비튀김 먹었어요갈비는 신선한 고기인것 같진 않고 소스가 맛있었어요쌀국수는 추천! 양도 푸짐해요웨이팅할 정도는 아닙니당 ㅎㅎ,4.3,0.9622,"[('쌀국수', 2), ('갈비', 2), ('매운', 1), ('튀김', 1), ('신선한', 1), ('고기', 1), ('것', 1), ('같진', 1), ('소스', 1), ('맛있었어요', 1)]",긍정
58,와 진짜 너무너무너무 맛있어요 매운거 좋아하시면 3단계드시고 망고스틴주스 같이 드세요 완전 천국입니다 양도 왕많아요,4.2,0.9827,"[('진짜', 1), ('맛있어요', 1), ('매운거', 1), ('좋아하시면', 1), ('단계', 1), ('망고스틴', 1), ('주스', 1), ('완전', 1), ('천국', 1), ('입니다', 1)]",긍정
59,곱창쌀국수 1단계로 먹었는데신라면보다 안매움곱창은 부드러운데 곱이 별로 안들어있고 양이 적음딱 이정도 별점의 음식점인듯줄서서 먹을 정도는 아님,3.4,0.6672,"[('곱창', 2), ('쌀국수', 1), ('단계', 1), ('신라면', 1), ('움', 1), ('부드러운데', 1), ('곱', 1), ('별로', 1), ('양', 1), ('이정', 1)]",긍정
60,직원분들이 너무 친절함.곱창쌀국수가 메인이고,1.5,0.9249,"[('직원', 1), ('친절함', 1), ('곱창', 1), ('쌀국수', 1), ('메인', 1)]",긍정
61, 가장 맛있음.주문하자마자 바로 3분?만에 메뉴 나옴.웨이팅있지만,2.8,0.8153,"[('가장', 1), ('맛있음', 1), ('주문', 1), ('자마자', 1), ('바로', 1), ('메뉴', 1), ('웨이팅있', 1)]",긍정
62, 회전이 빨라서 괜찮.,3.5,0.8573,"[('회전', 1), ('빨', 1), ('괜찮', 1)]",긍정
63,맛이 2년전과 달라짐. 의자는 쓸데없이 높은걸 배치해서 다먹고 일어설때 곡예수준으로 내려옴.,3.4,0.5411,"[('맛', 1), ('달라짐', 1), ('의자', 1), ('높은걸', 1), ('배치', 1), ('때', 1), ('곡예', 1), ('수준', 1)]",중립
64,베트남 음식 별로 안좋아해서 안가려고했는데 다들 여기 진짜 맛있고 줄서는곳이라고 추천 받아서 갔는데 그냥저냥 나쁘지않았음 먹을만함 양도 꽤 괜찮았고 ㅇㅇ근데 알바생 마다 친절도가 너무 다름 어떤 남성분은 엄청 친절하게 열심히 설명해주셨는데 서빙하러 온 여성분은 엄청 대충 일하기 싫은거마냥 대해서 기분이 좀 그랬음..,3.2,0.8136,"[('베트남', 1), ('음식', 1), ('별로', 1), ('좋아해서', 1), ('여기', 1), ('진짜', 1), ('맛있고', 1), ('줄', 1), ('곳', 1), ('추천', 1)]",긍정
65,맛이 예전만 못하네요,4.3,0.0734,"[('맛', 1), ('예전', 1)]",부정
66,곱창 쌀국수에 곱창이 언제부턴가  조금씩 줄고있다 그래도 맛은👍🏻,4.2,0.481,"[('곱창', 2), ('쌀국수', 1), ('언제', 1), ('맛', 1)]",중립
67,얼추 2년만에 오랜만에 먹었는데예전보다 곱창이 많이 줄었네요ㅠㅠㅠ그래도 맛있긴한데,5.0,0.9722,"[('얼추', 1), ('만', 1), ('예전', 1), ('곱창', 1), ('맛있긴한데', 1)]",긍정
68,곱창러버인 저에겐 좀 아쉽네유,4.3,0.476,"[('곱창', 1), ('러버', 1), ('저', 1), ('좀', 1), ('아쉽', 1), ('유', 1)]",중립
69,맛있고 친절하심!,3.7,0.9467,"[('맛있고', 1), ('친절하', 1), ('심', 1)]",긍정
70,곱창쌀국수 맛있는데 비싸서 가끔 생각나면 가요 예전에 입소문 나기 전에도 맛있었는데 그때가 뭔가 더 곱창의 곱이 많았던 것 같은 느낌이긴 해요 하지만 여전히 곱창의 양도 많고 맛있습니다 줄 서야한다는 리스크가 있지만 어쩔 수 없죠..,3.1,0.9707,"[('곱창', 3), ('쌀국수', 1), ('맛있는데', 1), ('비싸서', 1), ('가끔', 1), ('가요', 1), ('예전', 1), ('입', 1), ('소문', 1), ('나기', 1)]",긍정
71,소문난 잔치에 먹을 것 없다는 걸 느꼈어요.,2.6,0.2017,"[('잔치', 1), ('것', 1), ('없다는', 1), ('걸', 1)]",부정
72,직화쌀국수랑 매운쪽갈비 조합 완전 추천해요 ♡♡♡ 맥주를 부르는 맛 ㅠㅠ 맛도 이 매장만의 유니크함이 있고 넘 맛있어요 . 음식완전 빨리나오고 친절하심. 화장실 다이슨 손드라이기도 쩌네요 ㅋㅋㅋ,4.3,0.9906,"[('완전', 2), ('맛', 2), ('직화', 1), ('쌀국수', 1), ('매운', 1), ('쪽', 1), ('갈비', 1), ('조합', 1), ('추천', 1), ('맥주', 1)]",긍정
73,소식가에겐 너무 많은 양… 얼큰해서 좋긴한데 기다려서 먹을만한 맛인가는 잘 모르겠습니다 그리고 가격이 비싼 편인데 곱창 많이 들어가있는 거 보고 끄덕끄덕 했습니다,4.4,0.0367,"[('끄덕', 2), ('소식', 1), ('많은', 1), ('양', 1), ('얼큰해서', 1), ('좋', 1), ('맛', 1), ('가격', 1), ('비싼', 1), ('편', 1)]",부정
74,220923매운소곱창쌀국수 맛있어요가격은 사악한데 들어가 있는 재료보면 이해되는 편가끔 생각날 것 같아요,3.3,0.8625,"[('매운소', 1), ('곱창', 1), ('쌀국수', 1), ('맛있어요', 1), ('가격', 1), ('사악한데', 1), ('있는', 1), ('재료', 1), ('이해', 1), ('편', 1)]",긍정
75,비싸지만 음식이 빨리 나와서 좋다,3.4,0.734,"[('비싸지만', 1), ('음식', 1), ('좋다', 1)]",긍정
76,컵 물때 드럽고 바쁘고 정신없고 시끄럽고,3.7,0.0034,"[('컵', 1), ('물때', 1), ('드럽고', 1), ('바쁘고', 1), ('정신', 1), ('없고', 1), ('시끄럽고', 1)]",부정
77,정말 불친절해서 다시 오고싶지 않은 곳입니다. 매장 매니저 포함 직원분들 서비스 교육에 신경쓰셨으면 좋겠습니다.,3.6,0.0423,"[('정말', 1), ('불친절해서', 1), ('다시', 1), ('곳', 1), ('입니다', 1), ('매장', 1), ('매니저', 1), ('포함', 1), ('직원', 1), ('서비스', 1)]",부정
78,곱창쌀국수 1단계와 숯불 먹었습니다.곱창은 제입에 맞았고 숯불은 남자친구 입맛에 잘 맞아 둘다 맛있게 먹었어요. 1단계는 약간 뒷맛이 매콤한 정도구요. 곱창도 넉넉히 들어있습니다. 국물도 시원해서 가끔 생각날 것 같아요남자친구는 물에 빠진 고기는 별로 안좋아해서 곱창도 직화로 토치에 한번 구워주면 더 맛있을것 같다고 하더라구요.저희는 일요일 11시 10분쯤 도착해서 바로 들어갔는데 11시30분쯤 되니 사람이 몰려서 웨이팅 있었습니다.,4.0,0.9677,"[('곱창', 4), ('단계', 2), ('숯불', 2), ('남자친구', 2), ('쌀국수', 1), ('제입', 1), ('입맛', 1), ('맛있게', 1), ('약간', 1), ('뒷맛', 1)]",긍정
79,매운 소곱창 쌀국수 이거 주기적으로 생각나는 메뉴! 맛나요!,1.0,0.9037,"[('매운', 1), ('곱창', 1), ('쌀국수', 1), ('거', 1), ('기적', 1), ('메뉴', 1), ('맛', 1), ('요', 1)]",긍정
