,document,score,review_score,most_words,Pos_Neu_Neg
10,이곳이모님들 화끈하게 성격들있으세옄ㅋㅋㅋㅋㅋㅋㅋㅋㅋ그래서 친절함은 기대하짐마세염ㅋㅋㅋㅋㅋㅋㅋ걍 구냥 쿨하게먹다나오는게 기분좋을거임,3.0,0.9914,"[('곳', 1), ('이모', 1), ('화끈하게', 1), ('성격', 1), ('있으세', 1), ('옄', 1), ('친절함은', 1), ('기대하', 1), ('짐', 1), ('염', 1)]",긍정
11,전국적으로 꽤 매장이있는 순대국유명한체인점 ㅎㅎㅎㅎ 그중에청담점은 24시간하더라구요 ㅎㅎㅎ 저희동네는 12시전엔문닫던데. 신기했어요. 신의주 순대국은 역시맛있어요,3.0,0.9831,"[('대국', 2), ('전국', 1), ('꽤', 1), ('매장', 1), ('있는', 1), ('유명한', 1), ('체인점', 1), ('중', 1), ('청담', 1), ('점', 1)]",긍정
12,"순대 따뜻할때먹는게 맛있다곤하는데, 저는 식어서도맛있었어요!!! 그 뭐지? 어떤순대는 약간매콤했는데 완전 제취향이였어요 ㅠㅠㅠ!!!!! 모듬순대안에있떤데 이름뭔지아시는분??",3.5,0.9678,"[('순대', 2), ('따뜻할', 1), ('때', 1), ('맛있다곤', 1), ('저', 1), ('맛있었어요', 1), ('그', 1), ('뭐', 1), ('약간', 1), ('매콤', 1)]",긍정
13,그냥순대말고 수육도 개꿀임. 고기잡내하나도안나고 진짜 입에살살녹음. 여기 깍두기가워낙에맛있어서 순대국먹다가 질리면 수육먹기도함. 개졸맛임 리얼,3.0,0.9953,"[('순대', 1), ('수육', 1), ('개꿀임', 1), ('잡', 1), ('하나', 1), ('안나', 1), ('진짜', 1), ('입', 1), ('살살', 1), ('녹음', 1)]",긍정
14,늦은새벽에도 시끌버쩍한게 정겨운분위기도 느껴지니 좋아요. 불경기라 어느식당이나 장사가 잘 안될텐데 이곳은 항상 사람이 많이 들락거리네요~,3.5,0.6241,"[('새벽', 1), ('끌', 1), ('버쩍', 1), ('게', 1), ('정겨운', 1), ('분위기', 1), ('좋아요', 1), ('불경기', 1), ('식당', 1), ('장사', 1)]",중립
15,"식기류도 깨끗하고, 테이블에 냄새도안났음!! 이것만해도 충분히 대만족!",3.0,0.9727,"[('식', 1), ('기류', 1), ('깨끗하고', 1), ('테이블', 1), ('냄새', 1), ('도안', 1), ('것', 1), ('만해', 1), ('충분히', 1), ('만족', 1)]",긍정
16,퇴근후 한잔하기 좋은맛집. 소소한메뉴라 가격부담이 덜한편,3.0,0.9755,"[('퇴근', 1), ('후', 1), ('한잔', 1), ('좋은', 1), ('맛집', 1), ('소소한', 1), ('메뉴', 1), ('가격', 1), ('부담', 1), ('덜', 1)]",긍정
17,점심시간만 되면 사람들이 바글바글한 장소! 청담본점이라던데 다른곳보다 더깔끔합니다,5.0,0.9139,"[('점심시간', 1), ('사람', 1), ('장소', 1), ('청담', 1), ('본점', 1), ('던데', 1), ('곳', 1), ('더', 1), ('깔끔합니다', 1)]",긍정
18,큼직한 복간판이 있는 곳에 위치해있어서 첨엔 잘못왔나 싶었어요 ㅎㅎ,4.0,0.8557,"[('큼직한', 1), ('복간', 1), ('판이', 1), ('있는', 1), ('곳', 1), ('위치', 1), ('첨', 1)]",긍정
19,건더기가 실하게 듬뿍들어있어요. 좀더 칼칼한맛이 맛있었어요,4.0,0.9348,"[('건더기', 1), ('실하게', 1), ('듬뿍', 1), ('좀더', 1), ('칼칼한', 1), ('맛', 1), ('맛있었어요', 1)]",긍정
20,순대국 좋아하는 한사람으로써 육수에 조미료 맛이 많이나서 별로 좋아하지않아요 다 못먹고나왔네요ㅡㅡ,1.0,0.0269,"[('대국', 1), ('좋아하는', 1), ('사람', 1), ('육수', 1), ('조미료', 1), ('맛', 1), ('나', 1), ('별로', 1), ('좋아하지', 1)]",부정
21,우연히 먹으러갔따가 연예인봤어욯ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,5.0,0.7312,"[('따가', 1), ('연예인', 1), ('욯', 1)]",긍정
22,"친구덕분에 자주오게된 이유도있지만, 개인적으로 입맛에 잘맞는곳",3.0,0.9797,"[('친구', 1), ('덕분', 1), ('자주', 1), ('이유', 1), ('있지만', 1), ('개인', 1), ('입맛', 1), ('잘맞는', 1), ('곳', 1)]",긍정
23,"가격대는 다른곳보다 1-2천원차이인데, 양은 그이상이에요! 무지무지많네요",4.0,0.31,"[('가격', 1), ('곳', 1), ('양은', 1), ('이상', 1), ('많네요', 1)]",부정
24,다대기가 들어가있는상태로 끓여져나와서 따로 빼고싶을땐 미리말해야해요!,5.0,0.1768,"[('다대기', 1), ('상태', 1), ('땐', 1), ('미리', 1), ('야해요', 1)]",부정
25,저번에가고 또이번에도 갈예정 ^^ 한달에한두번씩가도 질리지않는맛~*,4.0,0.9649,"[('저번', 1), ('고', 1), ('또', 1), ('이번', 1), ('예정', 1), ('달', 1), ('번', 1), ('가도', 1), ('질리', 1), ('맛', 1)]",긍정
26,서비스는 갈때마다 아쉬운데.. 그나마 직장근처에 제일먹을만한데라..,4.0,0.0527,"[('서비스', 1), ('때', 1), ('아쉬운데', 1), ('직장', 1), ('근처', 1), ('제일', 1), ('데', 1)]",부정
27,"비슷한 이름은 많이들어봤는데 ,청담점에있는건 딱 1개뿐인매장! 그래서 이맛은 청담에서만 맛볼수있다는것!",4.0,0.4795,"[('청담', 2), ('비슷한', 1), ('이름', 1), ('점', 1), ('있는건', 1), ('개', 1), ('매장', 1), ('맛', 1)]",중립
28,청담에서 24시간 구애받지않고 밥먹기좋은장소. 청담치곤 가격은괜찮은듯,4.0,0.9342,"[('청담', 2), ('구애', 1), ('밥', 1), ('먹기', 1), ('좋은', 1), ('장소', 1), ('가격', 1), ('괜찮은', 1), ('듯', 1)]",긍정
29,순대크기고 큼직하니 속 내용물이 어설프지가않았어요. 이따금씩 생각날때면 먹을만합니다,3.0,0.9778,"[('크기', 1), ('큼직하니', 1), ('속', 1), ('내용물', 1), ('어설프지가', 1), ('때', 1)]",긍정
30,순대국 치고는 살짝 비싼데 자꾸손이가요.. 은근 매장이커서 테이블간격넓은게 맘에듭니다,3.0,0.9161,"[('대국', 1), ('살짝', 1), ('비싼데', 1), ('자꾸', 1), ('손', 1), ('가요', 1), ('은근', 1), ('매장', 1), ('커서', 1), ('테이블', 1)]",긍정
31,점심은 맛있는 순대국! 순대국은 이집이 제일 맛있는거 같아요!,5.0,0.9735,"[('대국', 2), ('점심', 1), ('맛있는', 1), ('이집', 1), ('제일', 1), ('맛있는거', 1), ('같아요', 1)]",긍정
32,맛있습니다. 국물속에 밥알같은것은 당면일거라 믿지만 먹는내내 좀 찝찝했습니다. 담백한맛은 다진마늘이 다량 들어있어서 꽤 맛있습니다. [호텔M의 맛집탐방],4.0,0.9709,"[('맛있습니다', 2), ('국물', 1), ('속', 1), ('밥알', 1), ('같은것은', 1), ('당면', 1), ('좀', 1), ('찝찝했습니다', 1), ('담백한', 1), ('맛', 1)]",긍정
33,돈코츠라멘좋아하시는 분들은 단백한순대국에 부추와 매운새우젓을 적절히 섞어 드시면 맛있습니다. [호텔M의 맛집탐방],4.0,0.9628,"[('돈코츠', 1), ('라멘', 1), ('좋아하시는', 1), ('분', 1), ('대국', 1), ('부추', 1), ('매운', 1), ('새우젓', 1), ('적절히', 1), ('맛있습니다', 1)]",긍정
34,지하 확장 예약공간 가능. 02-511-9081,4.0,0.9055,"[('지하', 1), ('확장', 1), ('예약', 1), ('공간', 1), ('가능', 1)]",긍정
35,예전 그맛과는 좀다르다 .... 곱창도 들었었는데 어느새 머릿고기만...,4.0,0.1787,"[('예전', 1), ('맛', 1), ('좀', 1), ('다르다', 1), ('곱창', 1), ('어느새', 1), ('머릿', 1), ('고기만', 1)]",부정
36,여름철 갈 곳이 못됨. 업소용2 가정용1 에어컨 달랑 3개로 1층 공간을 다 커버하는건 완전 무리!,3.5,0.0189,"[('여름철', 1), ('곳', 1), ('업', 1), ('소용', 1), ('가정', 1), ('용', 1), ('에어컨', 1), ('달랑', 1), ('개', 1), ('층', 1)]",부정
37,예전보다 맛없음 비추!,4.0,0.0078,"[('예전', 1), ('맛없음', 1)]",부정
38,깎두기가 살아있뉑 아주,3.5,0.8691,"[('두기', 1), ('뉑', 1), ('아주', 1)]",긍정
39,좋은 맛이었음,4.0,0.9327,"[('좋은', 1), ('맛', 1)]",긍정
40,순대국을 9000원이나 받으며 양파 고추를 돈받고 파냐.  5000원짜리 순대국도 공짜로 주는데,4.0,0.0185,"[('대국', 1), ('양파', 1), ('고추', 1), ('돈', 1), ('순대', 1), ('국도', 1), ('공짜', 1)]",부정
41,순대국 속 고추장양념(속칭 다대기-_-) 전부 다 풀면 짜고 맵고 그래용... 밥공기 뚜껑에 조금 덜어내고 풀어드시면서 취향에 따라 조절해서 드시길 추천... 과도한 나트륨섭취도 막을 수 있을 듯 합니다 :),4.0,0.771,"[('대국', 1), ('속', 1), ('고추장', 1), ('양념', 1), ('속칭', 1), ('다대기', 1), ('전부', 1), ('풀', 1), ('맵', 1), ('그래용', 1)]",긍정
42,순대는 맛나지만 야채철판볶음에 순대가 너무 없어서 맘에 안들어. ㅜㅜ 가격도 비싸.,4.0,0.0137,"[('순대', 2), ('맛나', 1), ('야채', 1), ('철판', 1), ('볶음', 1), ('없어서', 1), ('맘', 1), ('가격', 1), ('비싸', 1)]",부정
43,순대국에 순대 달랑 하나,3.5,0.3068,"[('대국', 1), ('순대', 1), ('달랑', 1), ('하나', 1)]",부정
44,점심 여기서 머그까?ㅋ,4.0,0.5883,"[('점심', 1), ('여기', 1), ('머그', 1)]",중립
45,소개받고 왔는데 맛있어요,3.0,0.8924,"[('소개', 1), ('맛있어요', 1)]",긍정
46,순대국밥 괜춘해요~^^ 가격은 그닥 착하지 않고 발렛파킹비 준비필수!,4.0,0.4296,"[('순대', 1), ('국밥', 1), ('괜춘해', 1), ('가격', 1), ('그닥', 1), ('착하지', 1), ('발렛파킹', 1), ('비', 1), ('준비', 1), ('필수', 1)]",중립
47,개맛있음 냠냠 우걱우걱 처묵처묵 새우젓은 조금만,3.5,0.5757,"[('개맛', 1), ('있음', 1), ('처묵처묵', 1), ('새우젓', 1), ('조금', 1)]",중립
0,난 민들레도 맛있고 신당동도 맛있고 죠스도 맛있는데 이집은 정말 다먹어 봤는데 실망이야. GG,1.0,0.6987,"[('맛있고', 2), ('난', 1), ('민들레', 1), ('신당동', 1), ('죠스', 1), ('맛있는데', 1), ('이집', 1), ('정말', 1), ('실망', 1)]",긍정
1,"떡볶이, 김밥, 순대, 튀김을 파는 곳은 많지만 이를 분위기 좋은 곳에서 맥주와 함께 먹을 수 있는 곳은 흔치 않습니다. 늦은 시간 살짝와서 맥주와 함께 분위기 좋은 곳에서 야식을!!",4.0,0.9666,"[('곳', 4), ('분위기', 2), ('좋은', 2), ('맥주', 2), ('떡볶이', 1), ('김밥', 1), ('순대', 1), ('튀김', 1), ('많지만', 1), ('수', 1)]",긍정
2,떡볶이 큰 팬에 나와서 양이 많음,5.0,0.1864,"[('떡볶이', 1), ('팬', 1), ('양', 1), ('많음', 1)]",부정
3,늦게까지 해서 좋아요,3.5,0.7906,"[('좋아요', 1)]",긍정
4,튀김도 튀김옷 얇고 바삭바삭 함,3.5,0.2431,"[('튀김', 2), ('옷', 1), ('얇고', 1), ('함', 1)]",부정
5,떡볶이 집인데 브레이크 타임이 있어요 ㅎㅎ,3.5,0.6727,"[('떡볶이', 1), ('집', 1), ('브레이크', 1), ('타임', 1), ('있어요', 1)]",긍정
6,떡볶이와 맥주의 조합 매장도 작지 않음,3.0,0.8614,"[('떡볶이', 1), ('맥주', 1), ('조합', 1), ('매장', 1), ('작지', 1)]",긍정
0,골목 속에친구의 소개가 아니면 몰랐을 숨은 스팟! 근데 나보다 발빠른 사람들이 이미 북적북적 하고 있었다. 메뉴는 홍대의 또보겠지와 같다.그런데 인테리어가!! 멋지 다 전체적인 분위기가 좋다,2.5,0.9756,"[('북적', 2), ('골목', 1), ('속', 1), ('친구', 1), ('소개', 1), ('아니면', 1), ('스팟', 1), ('나', 1), ('발', 1), ('빠른', 1)]",긍정
1,맛있는 편이에요 간판이 넘 멋지네여!!ㅋㅋㅋㅋ 가게 분위기어둑어둑해서 좋아여:D,3.0,0.9855,"[('맛있는', 1), ('편이', 1), ('간판', 1), ('멋', 1), ('지네', 1), ('가게', 1), ('분위기', 1), ('어둑어둑해서', 1), ('좋아여', 1)]",긍정
2,이름부터 특이했던 박 실 장! 이름도 특이한데 인테리어도 특이하다. 미러볼이 있다!ㅋㅋㅋㅋㅋㅋㅋ좋은 맛이었던 거 같다,2.5,0.9192,"[('이름', 2), ('특이했던', 1), ('박', 1), ('실', 1), ('장', 1), ('특이한데', 1), ('인테리어', 1), ('특이하다', 1), ('미러볼', 1), ('있다', 1)]",긍정
3,"박실장이라고, 즉떡과 감튀가 맛있는 집",2.5,0.8161,"[('박실', 1), ('즉떡', 1), ('감', 1), ('맛있는', 1), ('집', 1)]",긍정
4,떡볶이집 찾다가 박실장떡볶이집 발견! 회사랑 되게 가까운곳에 있더라구요!학동역3번출구 근처에용! 깔끔하고 고급스러운 실내인테리어  만족스러운 편이에요,2.5,0.9851,"[('떡볶이', 2), ('집', 2), ('박실', 1), ('발견', 1), ('회사', 1), ('가까운', 1), ('곳', 1), ('있더라구요', 1), ('학동역', 1), ('번', 1)]",긍정
0,저렴한 평범한 김밥들도 있었는데 이왕 프리미엄김밥짐까지 찾아간거 좀 비싼것들로 먹어봤습니다. 매콤견과류김밥 김치더블치즈김밥으로 먹었는데 매콤견과류는 워낙 유명해서 맛있는건 다 아실거고 김치더블치즈가 의외로 맛있더군요. 김치랑 치즈의 조화가 생각보다 맛있어서 놀랐습니다.,3.5,0.9948,"[('김밥', 4), ('김치', 3), ('치즈', 3), ('매콤', 2), ('견과류', 2), ('더블', 2), ('저렴한', 1), ('평범한', 1), ('있었는데', 1), ('프리미엄', 1)]",긍정
1,떡볶이도 김밥 못지않게 맛있다는 정보를 입수해서 먹어보러다녀왔어요~! 혼자서 먹고오기엔 민망해서 친구 데리고 갔는데 가격도 부담스럽지 않아서 제가 한 턱 쏘고왔네요~! 친구도 맛있다고 2줄이나 집에 싸가더라구요. 완전 만족스러워요~!,3.5,0.9916,"[('친구', 2), ('떡볶이', 1), ('김밥', 1), ('못지않게', 1), ('맛있다는', 1), ('정보', 1), ('입수', 1), ('혼자', 1), ('오기', 1), ('민망해서', 1)]",긍정
2,김밥은 시간 없을때 먹는 싼 음식이다라는 편견을 깨준 곳이에요. 회사가 근처라 점심시간에 동료들이랑 종종 오는데 그때마다 사장님께서 친절하게 싸주셔서 음식에 더 믿음이 가기도 하구요. 속재료가 워낙 맛있어서 김밥맛은 두말할 나위 없네요.,3.0,0.9884,"[('김밥', 2), ('음식', 2), ('시간', 1), ('없을', 1), ('때', 1), ('편견', 1), ('곳', 1), ('회사', 1), ('근처', 1), ('점심시간', 1)]",긍정
3,다른데서 불고기김밥 먹으면 정말 고기 넣은거 생색내려시는 듯 조금만 넣어주시던데 여기는 불고기 항상 듬뿍듬뿍 넣어주셔서 고기가 김밥의 반이라고 해도 과언이 아닐 정도라 마음에 들더군요ㅋ 불고기김치로 먹었는데 그냥 일반 밥 한끼 먹은거랑 다름 없었어요ㅋ,3.0,0.9396,"[('불고기', 3), ('김밥', 2), ('고기', 2), ('데', 1), ('정말', 1), ('생색', 1), ('듯', 1), ('조금', 1), ('항상', 1), ('반', 1)]",긍정
4,아무래도 옛날에 비해서는 속재료가 약간 줄어든것 같다는 느낌을 피할 순 없었지만 그래도 여전히 다른 김밥집들에 비해서 제일 맛있어용. 특히 참치김밥은 마요네즈 소스가 듬뿍들어가있어서 씹을 수록 맛있으니 여기 가게되시면 참치김밥 꼭 드셔보세용.,3.0,0.9922,"[('김밥', 3), ('비', 2), ('참치', 2), ('옛날', 1), ('재료', 1), ('약간', 1), ('같다는', 1), ('느낌', 1), ('피', 1), ('순', 1)]",긍정
5,"요즘 프리미엄 김밥집 많이 생겼지만 전 그래도 아직까지 여기 김밥이 제일 맛있네요 ㅋ,ㅋ 특히 매콤견과류 김밥은 정말 안 먹어본 사람은 그 감동을 모를꺼에요 얼마나 맛있는지 ㅋ,ㅋ 견과류가 밥이랑 잘 어울릴수도 있다는걸 여기서 꺠달았어요ㅋ,ㅋ",3.0,0.9839,"[('김밥', 3), ('여기', 2), ('견과류', 2), ('요즘', 1), ('프리미엄', 1), ('집', 1), ('전', 1), ('제일', 1), ('맛있네요', 1), ('매콤', 1)]",긍정
6,2층 생기면서 손님들이 더 많아졌더라구요..예전에 가게 엄청 작았을때부터 다녔던 단골로써는 너무 유명해져서 기다리는 시간이 많아진게 아쉬울 정도에요.. 저는 여기 불고기 김밥 좋아하는데 불고기가 엄청 많이 들어있어서 든든하과 좋더라구요..,3.5,0.9711,"[('불고기', 2), ('층', 1), ('손님', 1), ('더', 1), ('예전', 1), ('가게', 1), ('작았을', 1), ('때', 1), ('단골', 1), ('로써', 1)]",긍정
7,보통 김밥사면 속재료보다 밥이 더 많은게 대부분이었는데 여긴 밥이 너무 얇게 들어있어서 문제^^ 그만큼 속재료가 알차고 꽉꽉들어있어서 두께도 엄청 두꺼움. 한 개 입에넣으면 입 안에 꽉 찰 정도로 커서 김밥 한 줄만 먹어도 엄청 배부른 집.,3.0,0.878,"[('김밥', 2), ('재료', 2), ('밥', 2), ('입', 2), ('보통', 1), ('사면', 1), ('더', 1), ('많은게', 1), ('대부분', 1), ('얇게', 1)]",긍정
8,김밥 한줄 가격이 보통 김밥천국에서 한끼?정도하는 가격이더라구요~ 하지만 들어가있는 원재료나 영양소같은 면을 생각해봤을 땐 아무래도 이런 프리미엄김밥이 훨씬 더 나을 것 같아요~ 인기 많은 김밥들은 반반으로도 팔고있어서 더 좋았어요~,3.5,0.7113,"[('김밥', 3), ('가격', 2), ('더', 2), ('줄', 1), ('보통', 1), ('김밥천국', 1), ('끼', 1), ('정도', 1), ('더라구요', 1), ('재료', 1)]",긍정
9,김밥이랑 같이 먹으려고 떡볶이도 주문했었어요ㅎㅎ 매콤함 보다는 달달함이 더 많이 느껴지는 떡볶이였는데 떡 크기도 적당하고 오뎅도 쫄깃쫄깃한 오뎅이어서 맛있게 먹고왔네요ㅎㅎ 특히 떡볶이 국물이랑 김밥이 잘 어울렸어요ㅎㅎ,4.0,0.9954,"[('떡볶이', 3), ('김밥', 2), ('함', 2), ('오뎅', 2), ('주문', 1), ('매콤', 1), ('달달', 1), ('더', 1), ('떡', 1), ('크기', 1)]",긍정
10,일단 너무 매장이 깔끔하고 파프리카김밥이랑 무슨소스를주는데 같이 먹으면 완전건강식에 칼로리걱정도없고 월남쌈 먹는기분이고 에담치즈김밥도 너무 맛있습니다.다이어트하는분들은 야채많은김밥드셔도 될듯,5.0,0.9951,"[('김밥', 3), ('일단', 1), ('매장', 1), ('깔끔하고', 1), ('파프리카', 1), ('소스', 1), ('완전', 1), ('건강', 1), ('칼로리', 1), ('걱정', 1)]",긍정
11,종류가 너무 많아서 뭐로 먹을지 고민하다 결국엔 젤 기본인 참치김밥으로 먹고왔는데 아직까지 다른거 먹을걸 후회하고있어요! 인터넷보니 특이한걸로 많이 드시던데 저도 다음에 다른거 먹어보러 또 방문하려구요!,4.0,0.8832,"[('다른거', 2), ('종류', 1), ('많아서', 1), ('뭐', 1), ('고민', 1), ('젤', 1), ('기본', 1), ('참치', 1), ('김밥', 1), ('후회', 1)]",긍정
12,버섯 파프리카 에담치즈 리김밥  추천할만했음,4.0,0.8369,"[('버섯', 1), ('파프리카', 1), ('에담치즈', 1), ('리', 1), ('김밥', 1), ('추천', 1)]",긍정
13,딱봐도 건강해보이는 김밥들 종류가 정말 다양해서 뭘 먹을지 들어서자마자부터 고민됬어요. 저는 먹고가려고 2층에서 앉아서 먹고왔는데 2층도 깔끔하면서 아기저기 잘 꾸며져 있어서 김밥집 같지 않게 세련된 공간에서 먹을 수 있어서 좋았네요.,4.0,0.994,"[('김밥', 2), ('층', 2), ('있어서', 2), ('건강해', 1), ('종류', 1), ('정말', 1), ('다양해서', 1), ('뭘', 1), ('자마자', 1), ('고민', 1)]",긍정
14,여기 매콤견과류 김밥이 맛있다길래 먹어봤어요~ 무엇보다 재료들이 푸짐하게 들어있어서 맛이 없으려해도 없을 수가 없는 맛이더라구요~ 재료들이 좋아서 그런지 뒷맛도 입에 남는 느낌 없이 깔끔한 느낌이어서 더 좋았어요~,3.0,0.9532,"[('재료', 2), ('맛', 2), ('느낌', 2), ('여기', 1), ('매콤', 1), ('견과류', 1), ('김밥', 1), ('맛있다길래', 1), ('무엇', 1), ('없으려', 1)]",긍정
15,원래 압구정에만 있었는데 최근에 가로수길에 분점을 내셨다고 하더라구요~불고기 김밥 괜찮았어요ㅎㅎ,5.0,0.9448,"[('원래', 1), ('압구정', 1), ('있었는데', 1), ('최근', 1), ('가로수길', 1), ('분점', 1), ('불고기', 1), ('김밥', 1), ('괜찮았어요', 1)]",긍정
16,가성비 괜찮은 김밥집 중 하나에요. 5만원 이상주문하면 배달도 해주니 편리해요.,4.0,0.9853,"[('가성', 1), ('비', 1), ('괜찮은', 1), ('김밥', 1), ('집', 1), ('중', 1), ('하나', 1), ('이상주', 1), ('문하', 1), ('배달', 1)]",긍정
17,예전에 볼일보러 들렸다가 점심먹을 시간이 부족해서 이곳에서 김밥하나 사먹었었는데 진짜 맛있어서 이젠 일부러 찾아가는 김밥집!~,5.0,0.8574,"[('김밥', 2), ('예전', 1), ('볼일', 1), ('점심', 1), ('시간', 1), ('부족해서', 1), ('곳', 1), ('하나', 1), ('진짜', 1), ('맛있어서', 1)]",긍정
18,요즘 김밥 메뉴들이 다 똑같아서 어느순간 김밥을 잘 안먹었었는데 여기는 종류가 다양해서 좋았네요.,3.0,0.9704,"[('김밥', 2), ('요즘', 1), ('메뉴', 1), ('똑같아서', 1), ('순간', 1), ('종류', 1), ('다양해서', 1), ('좋았네요', 1)]",긍정
19,김밥 반반이 주문되는 경이로운 곳!! 좀 비싸긴 해도 그만큼 맛있음!!,5.0,0.9688,"[('김밥', 1), ('반', 1), ('주문', 1), ('경이', 1), ('곳', 1), ('좀', 1), ('비싸긴', 1), ('해도', 1), ('맛있음', 1)]",긍정
20,"요즘 다이어트중이라 버섯파프리카 김밥 먹었어용 @,@ 독특한 메뉴들이 많아서 추천해용",3.0,0.9908,"[('요즘', 1), ('다이어트', 1), ('버섯', 1), ('파프리카', 1), ('김밥', 1), ('독특한', 1), ('메뉴', 1), ('많아서', 1), ('추천', 1)]",긍정
21,정말 프리미엄 김밥의 원조라고 할 수 있는 집~가격도 나름 합리적인듯~ㅎㅎ,4.0,0.9863,"[('정말', 1), ('프리미엄', 1), ('김밥', 1), ('원조', 1), ('수', 1), ('있는', 1), ('집', 1), ('가격', 1), ('나름', 1), ('합리', 1)]",긍정
22,생각보다 김밥들 가격이 비싸지도 않고..특이한 메뉴들이 많아서 좋았어요..,5.0,0.9582,"[('생각', 1), ('김밥', 1), ('가격', 1), ('비싸지도', 1), ('특이한', 1), ('메뉴', 1), ('많아서', 1), ('좋았어요', 1)]",긍정
23,김밥에 재료를 아끼지 않고 넣어주시는게 눈에 보이니 더 좋네요ㅎㅎ,5.0,0.9459,"[('김밥', 1), ('재료', 1), ('눈', 1), ('더', 1), ('좋네요', 1)]",긍정
24,견과류 들어간 김밥은 이곳에서 처음 먹어봤어요~매콤견과류 김밥 강추해요~ㅎㅎ,5.0,0.9879,"[('견과류', 2), ('김밥', 2), ('곳', 1), ('처음', 1), ('매콤', 1), ('강', 1), ('추해요', 1)]",긍정
